,index,ReceiptId,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
3527,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3528,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3529,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3530,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3531,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3532,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3533,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3534,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3535,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3536,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3537,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3538,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3539,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3540,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3541,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3542,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3543,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3544,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3545,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3546,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3547,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3548,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3549,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3550,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3551,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3552,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3553,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3554,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3555,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3556,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3557,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3558,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3559,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3560,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3561,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3562,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3563,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3564,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3565,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3566,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3567,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3568,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3569,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3570,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3571,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3572,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3573,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3574,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3575,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3576,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3577,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3578,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3579,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3580,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3581,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3582,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3583,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3584,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3585,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3586,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3587,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3588,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3589,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3590,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3591,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3592,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3593,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3594,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3595,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3596,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3597,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3598,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3599,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3600,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
3601,423,600a1a8d0a7214ada2000008,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-22 00:21:32,2021-01-22 00:21:32,2021-01-22 00:30:13,2021-01-22 00:31:04,2021-01-22 00:30:13,1178.7,2021-01-21 00:00:00,214.0,FINISHED,1183.1,600a1a457d983a124e9adb9b
